State,City,Average Summer Temp(F),Average Winter Temp (F),Average Annual Temp (F),Average Annual Precipitation (in.),Average Annual Clear Days (Days),Average Humidity Morn­ing (%),Average Humidity After­noon (%),Average Yearly Snowfall (Days),Average Yearly Snowfall (in.)
Illinois,Belleville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Benton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Bloomington,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Bradley,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Brookport,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Brownstown,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Burbank,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Cahokia,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Cairo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Carbondale,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Carlinville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Carlyle,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Carmi,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Carthage,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Centralia,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Champaign,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Charleston,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Chenoa,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Chicago,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Chicago,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Chicago-O Hare International Airport,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Compton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Congerville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Danville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Decatur,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Dixon,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Du Quoin,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Dwight,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Effingham,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Elgin,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Elizabeth,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Elk Grove Village,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Fairfield,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Fairmount,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Farmer City,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Flora,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Freeport,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Fulton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Galesburg,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Galva,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Geneseo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Gibson City,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Gladstone,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Glenview,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Golconda,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Golden,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Grayville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Griggsville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Harrisburg,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Havana,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Hennepin,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Hidalgo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Hillsboro,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Hoopeston,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Hutsonville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Jacksonville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Jerseyville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Joliet,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Kankakee,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Kewanee,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Knoxville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,La Harpe,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lacon,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lake Villa,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lawrenceville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lebanon,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lincoln,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Lisle,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Loami,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Louisville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Marengo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Marion,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Marseilles,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mason City,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mattoon,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,McLeansboro,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Minonk,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Modoc,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Moline,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Monmouth,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Morris,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Morrison,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Morrisonville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mount Carmel,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mount Carroll,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mount Vernon,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Moweaqua,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Mundelein,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Nashville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Neoga,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,New Boston,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Newton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Normal,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Northbrook,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Olive Branch,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Olney,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Ottawa,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Palestine,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Pana,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Paris,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Park Forest,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Paw Paw,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Paxton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Peoria,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Peru,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Piper City,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Pittsfield,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Polo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Pontiac,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Prairie City,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Princeton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Princeville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Quincy,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rantoul,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Robinson,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rochelle,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rock Island,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rockford,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Romeoville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rosiclare,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Rushville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Salem,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Saybrook,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Shelbyville,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Simpson,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Sparta,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Springfield,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Stockton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Streamwood,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Sugar Grove,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Sullivan,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Tiskilwa,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Tuscola,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Urbana,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Vandalia,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Virden,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Walnut,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Waterloo,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Watseka,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Waukegan,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,West Chicago,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Wheaton,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,White Hall,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Winchester,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Illinois,Windsor,73.4,28.3,51.8,39.2,95,83,58,19.9,24.6
Indiana,Anderson,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Angola,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Atlanta,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Attica,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Auburn,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Bedford,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Berne,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Bloomfield,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Bloomington,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Bluffton,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Boonville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Boswell,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Brookville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Cambridge City,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Carmel,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Chalmers,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Charlestown,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Columbia City,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Columbus,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Crane,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Crawfordsville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Decatur,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Delphi,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Dubois,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Elwood,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,English,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Evansville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Farmland,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Fort Wayne,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Fowler,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Francesville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Frankfort,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Franklin,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Freelandville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Garrett,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Goshen,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Grantsburg,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Greencastle,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Greenfield,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Greensburg,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Hartford City,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Hobart,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Huntington,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Indianapolis,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Indianapolis-Eagle Creek Airpark,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Jamestown,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Kentland,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Knox,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Kokomo,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,La Porte,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Lafayette,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Lagrange,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Lexington,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Logansport,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Lowell,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Madison,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Marion,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Martinsville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Milan,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Mishawaka,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Mount Vernon,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Muncie,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,New Castle,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,North Manchester,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,North Vernon,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Oakland City,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Oolitic,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Paoli,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Perrysville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Petersburg,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Plymouth,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Portland,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Princeton,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Rensselaer,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Richmond,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Rochester,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Rockville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Rushville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Saint Meinrad,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Salem,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Scottsburg,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Seymour,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Shelburn,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Shelbyville,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Shoals,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,South Bend,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Spencer,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Spurgeon,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Stendal,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Syracuse,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Tell City,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Terre Haute,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Tipton,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Valparaiso,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Vevay,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Vincennes,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Wabash,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Wanatah,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Warsaw,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Washington,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,West Lafayette,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Wheatfield,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Whiteland,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Whitestown,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Winamac,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Winchester,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Indiana,Woodburn,72.4,29.4,51.7,41.7,88,83,58,23.5,25.9
Iowa,Albia,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Algona,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Allerton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Allison,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Ames,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Anamosa,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Ankeny,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Atlantic,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Audubon,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Bedford,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Belle Plaine,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Bellevue,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Bloomfield,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Boone,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Britt,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Burlington,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Camanche,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Carroll,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Cascade,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Castana,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Cedar Rapids,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Centerville,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Chariton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Charles City,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Cherokee,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Clarinda,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Clarion,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Clear Lake,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Clinton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Coggon,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Colo,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Columbus City,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Corning,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Corydon,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Cresco,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Creston,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Davenport,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Decorah,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Denison,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Des Moines,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Des Moines,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Donnellson,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Dorchester,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Dubuque,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Eldora,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Elkader,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Ellston,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Emmetsburg,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Estherville,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Fairfield,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Fayette,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Forest City,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Fort Dodge,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Fort Madison,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Glenwood,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Greenfield,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Grinnell,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Grundy Center,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Guthrie Center,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Guttenberg,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Hampton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Harlan,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Hawarden,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Hazleton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Holstein,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Humboldt,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Ida Grove,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Independence,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Indianola,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Iowa City,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Iowa Falls,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Jefferson,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Johnston,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Keokuk,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Keosauqua,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Knoxville,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Lake Mills,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Lake Park,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Lamoni,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Le Claire,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Le Mars,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Leon,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Little Sioux,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Logan,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Lowden,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Macedonia,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Manchester,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Mapleton,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Maquoketa,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Marion,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Marshalltown,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Mason City,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Milford,71.6,21.7,47.8,34,105,78,56,26.2,34.9
Iowa,Mount Ayr,71.6,21.7,47.8,34,105,78,56,26.2,34.9
