"city";"state";"county";"countyFips";"latitude";"longitude";"population";"propertyValue";"minTemp";"maxTemp";"sunny";"humidity";"rain";"snow";"color"
"Bowler";"Wisconsin";"Shawano";55115;44.8629;-88.9815;296;90896;10.4;77.8;89;71;32.6;50.9;"red"
"Bowling Green";"Florida";"Hardee";12049;27.638;-81.8244;2908;67582;49.8;90.2;101;72;54.5;0.0;"red"
"Bowling Green";"Kentucky";"Warren";21227;36.9725;-86.4371;65234;173056;28.0;88.0;93;67;49.7;8.9;"red"
"Bowling Green";"Ohio";"Wood";39173;41.3772;-83.65;31588;160513;22.6;81.9;72;68;39.1;27.5;"red"
"Bowling Green";"Virginia";"Caroline";51033;38.0533;-77.3473;1167;177561;28.0;84.3;100;68;44.3;10.3;"red"
"Bowman";"Georgia";"Elbert";13105;34.2051;-83.0309;811;85108;35.8;89.0;112;68;50.7;0.7;"red"
"Bowman";"North Dakota";"Bowman";38011;46.1841;-103.3992;1713;174634;3.1;79.7;93;65;17.8;51.2;"red"
"Bowman";"South Carolina";"Orangeburg";45075;33.3483;-80.6844;921;41108;35.4;88.3;115;67;49.8;0.5;"blue"
"Box Elder";"South Dakota";"Pennington";46103;44.1128;-103.0807;9348;198285;11.8;81.9;104;68;20.1;43.9;"red"
"Boyce";"Louisiana";"Rapides";22079;31.3905;-92.6699;1008;104558;41.0;90.8;101;74;60.1;0.0;"red"
"Boyce";"Virginia";"Clarke";51043;39.0932;-78.0602;615;300216;28.0;84.3;100;68;44.3;10.3;"red"
"Boyceville";"Wisconsin";"Dunn";55033;45.0428;-92.0388;1097;116417;10.4;77.8;89;71;32.6;50.9;"red"
"Boyd";"Texas";"Wise";48497;33.0843;-97.5632;1370;183299;39.8;93.0;135;65;28.9;1.5;"red"
"Boydton";"Virginia";"Mecklenburg";51117;36.666;-78.3908;416;121591;28.0;84.3;100;68;44.3;10.3;"red"
"Boyertown";"Pennsylvania";"Berks";42011;40.3323;-75.6376;4031;147841;21.0;81.2;87;65;42.9;28.2;"red"
"Boyne City";"Michigan";"Charlevoix";26029;45.2136;-85.0129;3740;168983;15.0;76.6;71;72;32.8;51.1;"red"
"Boyne Falls";"Michigan";"Charlevoix";26029;45.1676;-84.9125;292;140151;15.0;76.6;71;72;32.8;51.1;"red"
"Boynton Beach";"Florida";"Palm Beach";12099;26.5282;-80.0812;75569;16557;49.8;90.2;101;72;54.5;0.0;"blue"
"Bozeman";"Montana";"Gallatin";30031;45.6828;-111.0545;45250;393392;14.0;80.0;82;58;19.7;91.0;"blue"
"Braddock Hills";"Pennsylvania";"Allegheny";42003;40.418;-79.8629;1844;75070;21.0;81.2;87;65;42.9;28.2;"blue"
"Bradenton";"Florida";"Manatee";12081;27.49;-82.5746;55687;210900;53.0;90.0;101;72;56.2;0.0;"red"
"Bradenton Beach";"Florida";"Manatee";12081;27.4649;-82.6957;1262;376610;49.8;90.2;101;72;54.5;0.0;"red"
"Bradford";"Pennsylvania";"McKean";42083;41.9604;-78.6413;8369;63125;14.0;77.0;87;65;48.6;71.8;"red"
"Bradford";"Tennessee";"Gibson";47053;36.0741;-88.8157;996;60227;28.5;86.5;102;68;54.2;6.3;"red"
"Bradley";"Illinois";"Kankakee";17091;41.1634;-87.8466;15471;94232;19.5;82.8;95;70;39.2;24.6;"red"
"Bradley Beach";"New Jersey";"Monmouth";34025;40.2018;-74.0122;4246;558114;24.6;82.2;94;71;47.1;16.5;"red"
"Bradner";"Ohio";"Wood";39173;41.3236;-83.4363;1018;71587;22.6;81.9;72;68;39.1;27.5;"red"
"Braham";"Minnesota";"Isanti";27059;45.7221;-93.1716;1777;139695;4.1;77.6;95;66;27.3;54.0;"red"
"Braidwood";"Illinois";"Will";17197;41.2696;-88.2233;6157;161712;19.5;82.8;95;70;39.2;24.6;"blue"
"Brainerd";"Minnesota";"Crow Wing";27035;46.3551;-94.1981;13349;156482;0.0;78.0;95;66;28.4;46.8;"red"
"Branchville";"New Jersey";"Sussex";34037;41.1464;-74.7497;788;241735;24.6;82.2;94;71;47.1;16.5;"red"
"Branchville";"South Carolina";"Orangeburg";45075;33.2516;-80.8161;975;53832;35.4;88.3;115;67;49.8;0.5;"blue"
"Brandon";"Mississippi";"Rankin";28121;32.2778;-89.9896;23826;180119;36.3;89.9;111;72;59.0;0.9;"red"
"Brandon";"South Dakota";"Minnehaha";46099;43.5928;-96.5799;9923;236305;11.8;81.9;104;68;20.1;43.9;"red"
"Branford";"Florida";"Suwannee";12121;29.9621;-82.9256;726;112028;49.8;90.2;101;72;54.5;0.0;"red"
"Branson";"Missouri";"Taney";29213;36.6504;-93.2636;11430;138962;23.2;86.6;115;67;42.2;17.0;"red"
"Braselton";"Georgia";"Jackson";13157;34.1086;-83.8124;10234;261180;35.8;89.0;112;68;50.7;0.7;"red"
"Bratenahl";"Ohio";"Cuyahoga";39035;41.554;-81.6051;1164;234876;22.6;81.9;72;68;39.1;27.5;"blue"
"Brawley";"California";"Imperial";6025;32.9787;-115.53;26149;178348;42.6;79.8;146;69;22.2;0.0;"blue"
"Bray";"Oklahoma";"Stephens";40137;34.616;-97.8207;1179;93929;27.5;91.3;139;63;36.5;7.8;"red"
"Brazoria";"Texas";"Brazoria";48039;29.0454;-95.5668;3071;151179;39.8;93.0;135;65;28.9;1.5;"red"
"Brea";"California";"Orange";6059;33.9255;-117.8654;42471;729267;42.6;79.8;146;69;22.2;0.0;"blue"
"Breckenridge";"Michigan";"Gratiot";26057;43.4075;-84.4784;1300;73161;15.0;76.6;71;72;32.8;51.1;"red"
"Brecksville";"Ohio";"Cuyahoga";39035;41.3079;-81.6193;13425;261521;22.6;81.9;72;68;39.1;27.5;"blue"
"Breezy Point";"Minnesota";"Crow Wing";27035;46.6055;-94.2148;2361;192138;4.1;77.6;95;66;27.3;54.0;"red"
"Bremen";"Georgia";"Haralson";13143;33.7089;-85.1493;6421;121413;35.8;89.0;112;68;50.7;0.7;"red"
"Bremen";"Indiana";"Marshall";18099;41.448;-86.1507;4552;138714;21.4;83.1;88;70;41.7;25.9;"red"
"Bremen";"Ohio";"Fairfield";39045;39.7059;-82.4296;1434;120463;22.6;81.9;72;68;39.1;27.5;"red"
"Bremerton";"Washington";"Kitsap";53035;47.5436;-122.7121;40675;286141;35.0;74.0;58;72;56.4;3.5;"blue"
"Brenham";"Texas";"Washington";48477;30.1576;-96.3957;16989;183584;39.8;93.0;135;65;28.9;1.5;"red"
"Brentwood";"California";"Contra Costa";6013;37.9356;-121.719;60532;580857;42.6;79.8;146;69;22.2;0.0;"blue"
"Brentwood";"Maryland";"Prince George's";24033;38.9436;-76.9568;3183;290725;27.2;84.2;105;64;44.5;20.2;"blue"
"Brentwood";"Missouri";"St. Louis";29189;38.6194;-90.3476;8000;195708;23.2;86.6;115;67;42.2;17.0;"blue"
"Brentwood";"Pennsylvania";"Allegheny";42003;40.3734;-79.9757;9422;109334;21.0;81.2;87;65;42.9;28.2;"blue"
"Brentwood";"Tennessee";"Williamson";47187;35.9917;-86.7759;42517;622076;28.5;86.5;102;68;54.2;6.3;"red"
"Brevard";"North Carolina";"Transylvania";37175;35.2437;-82.7266;7822;207118;30.9;84.8;109;67;50.3;7.6;"red"
"Brewer";"Maine";"Penobscot";23019;44.7835;-68.7352;9107;155585;10.4;74.9;101;71;42.2;61.8;"red"
"Brewster";"Ohio";"Stark";39151;40.7135;-81.599;2156;90662;22.6;81.9;72;68;39.1;27.5;"red"
"Brewster";"Washington";"Okanogan";53047;48.1034;-119.7758;2341;149933;30.1;74.7;58;72;39.4;5.0;"red"
"Briarcliff";"Texas";"Travis";48453;30.4088;-98.0451;1664;327787;39.8;93.0;135;65;28.9;1.5;"blue"
"Briarcliff Manor";"New York";"Westchester";36119;41.14;-73.844;8032;707774;17.9;78.5;63;71;41.8;123.8;"blue"
"Bridge City";"Texas";"Orange";48361;30.0298;-93.8406;8165;135721;39.8;93.0;135;65;28.9;1.5;"red"
"Bridgeport";"Alabama";"Jackson";1071;34.9495;-85.7243;2337;68863;30.0;87.0;99;68;60.1;1.6;"red"
"Bridgeport";"Connecticut";"Fairfield";9001;41.1909;-73.1958;145936;19997;25.0;80.0;82;65;42.7;28.1;"blue"
"Bridgeport";"Ohio";"Belmont";39013;40.0673;-80.7473;1791;57920;22.6;81.9;72;68;39.1;27.5;"red"
"Bridgeport";"Pennsylvania";"Montgomery";42091;40.1042;-75.3437;4561;187240;21.0;81.2;87;65;42.9;28.2;"blue"
"Bridgeport";"Texas";"Wise";48497;33.2094;-97.7717;6507;116402;39.8;93.0;135;65;28.9;1.5;"red"
"Bridgeport";"West Virginia";"Harrison";54033;39.3036;-80.2476;8364;187689;22.6;81.1;60;71;45.2;62.0;"red"
"Bridgeton";"Missouri";"St. Louis";29189;38.7672;-90.4277;11680;171820;23.2;86.6;115;67;42.2;17.0;"blue"
"Bridgeton";"New Jersey";"Cumberland";34011;39.4284;-75.2284;24997;77500;24.6;82.2;94;71;47.1;16.5;"blue"
"Bridgeview";"Illinois";"Cook";17031;41.7402;-87.8067;16248;173768;19.5;82.8;95;70;39.2;24.6;"blue"
"Bridgeville";"Pennsylvania";"Allegheny";42003;40.3578;-80.1061;5046;135028;21.0;81.2;87;65;42.9;28.2;"blue"
"Bridgewater";"Virginia";"Rockingham";51165;38.3863;-78.9674;6048;219911;28.0;84.3;100;68;44.3;10.3;"red"
"Bridgman";"Michigan";"Berrien";26021;41.9397;-86.5653;2253;170929;15.0;76.6;71;72;32.8;51.1;"red"
"Brielle";"New Jersey";"Monmouth";34025;40.1048;-74.0637;4715;600539;24.6;82.2;94;71;47.1;16.5;"red"
"Brier";"Washington";"Snohomish";53061;47.7924;-122.2736;6743;589296;30.1;74.7;58;72;39.4;5.0;"blue"
"Brigantine";"New Jersey";"Atlantic";34001;39.4127;-74.3802;9042;274547;24.6;82.2;94;71;47.1;16.5;"blue"
"Brigham City";"Utah";"Box Elder";49003;41.5034;-112.0454;18975;197054;18.8;87.2;125;55;12.2;56.2;"red"
"Brighton";"Colorado";"Adams";8001;39.9719;-104.7958;38314;338530;12.2;81.3;136;47;15.9;19.1;"blue"
"Brighton";"Illinois";"Macoupin";17117;39.0405;-90.1405;2185;126413;19.5;82.8;95;70;39.2;24.6;"red"
"Brighton";"Tennessee";"Tipton";47167;35.4815;-89.7346;2936;142322;28.5;86.5;102;68;54.2;6.3;"red"
"Brillion";"Wisconsin";"Calumet";55015;44.1755;-88.0708;3127;135116;10.4;77.8;89;71;32.6;50.9;"red"
"Brimfield";"Illinois";"Peoria";17143;40.8381;-89.8835;847;173986;19.5;82.8;95;70;39.2;24.6;"blue"
"Brisbane";"California";"San Mateo";6081;37.6898;-122.4019;4693;964254;42.6;79.8;146;69;22.2;0.0;"blue"
"Bristol";"Connecticut";"Hartford";9003;41.6812;-72.9407;60147;189942;21.0;80.0;82;65;50.3;40.5;"blue"
"Bristol";"Indiana";"Elkhart";18039;41.718;-85.8234;1672;177072;21.4;83.1;88;70;41.7;25.9;"red"
"Bristol";"Pennsylvania";"Bucks";42017;40.1034;-74.8523;9534;158045;21.0;81.2;87;65;42.9;28.2;"blue"
"Bristol";"Tennessee";"Sullivan";47163;36.5572;-82.2144;27109;111698;27.0;84.0;200;71;41.0;13.3;"red"
"Bristol";"Virginia";"Bristol (city)";51520;36.618;-82.1607;16960;107396;28.0;84.3;100;68;44.3;10.3;"red"
"Bristol";"Wisconsin";"Kenosha";55059;42.5378;-88.015;5008;238075;10.4;77.8;89;71;32.6;50.9;"red"
"Broadalbin";"New York";"Fulton";36035;43.056;-74.1964;1295;155795;17.9;78.5;63;71;41.8;123.8;"red"
"Broadview";"Illinois";"Cook";17031;41.8584;-87.8562;7823;157583;19.5;82.8;95;70;39.2;24.6;"blue"
"Broadview Heights";"Ohio";"Cuyahoga";39035;41.3195;-81.6782;19197;222786;22.6;81.9;72;68;39.1;27.5;"blue"
"Broadway";"North Carolina";"Lee";37105;35.4579;-79.0547;1242;145427;30.9;84.8;109;67;50.3;7.6;"red"
"Broadway";"Virginia";"Rockingham";51165;38.6083;-78.8016;3860;166107;28.0;84.3;100;68;44.3;10.3;"red"
"Brockport";"New York";"Monroe";36055;43.2136;-77.9405;8319;111835;17.9;78.5;63;71;41.8;123.8;"blue"
"Brockton";"Massachusetts";"Plymouth";25023;42.0821;-71.0242;95630;272900;20.0;80.0;98;67;49.9;43.8;"blue"
"Brockway";"Pennsylvania";"Jefferson";42065;41.2469;-78.7929;2024;79632;21.0;81.2;87;65;42.9;28.2;"red"
"Broken Arrow";"Oklahoma";"Tulsa";40143;36.0367;-95.7808;107403;30354;27.5;91.3;139;63;36.5;7.8;"red"
"Bronson";"Florida";"Levy";12075;29.4501;-82.6391;1113;91462;49.8;90.2;101;72;54.5;0.0;"red"
"Bronson";"Michigan";"Branch";26023;41.8727;-85.1914;2319;77725;15.0;76.6;71;72;32.8;51.1;"red"
"Bronxville";"New York";"Westchester";36119;40.9394;-73.8263;6407;993230;17.9;78.5;63;71;41.8;123.8;"blue"
"Brook Park";"Ohio";"Cuyahoga";39035;41.4036;-81.8219;18691;122488;22.6;81.9;72;68;39.1;27.5;"blue"
"Brookeville";"Maryland";"Montgomery";24031;39.1809;-77.059;132;532857;27.2;84.2;105;64;44.5;20.2;"blue"
"Brookfield";"Illinois";"Cook";17031;41.8245;-87.847;18753;236549;19.5;82.8;95;70;39.2;24.6;"blue"
"Brookfield";"Wisconsin";"Waukesha";55133;43.064;-88.1231;38016;303832;10.4;77.8;89;71;32.6;50.9;"red"
"Brookhaven";"Georgia";"DeKalb";13089;33.8746;-84.3315;52444;520727;35.8;89.0;112;68;50.7;0.7;"blue"
"Brookhaven";"Pennsylvania";"Delaware";42045;39.8715;-75.3918;8066;197996;21.0;81.2;87;65;42.9;28.2;"blue"
"Brookings";"Oregon";"Curry";41015;42.0691;-124.3004;6526;315209;42.0;67.0;68;72;77.2;0.6;"red"
"Brookings";"South Dakota";"Brookings";46011;44.3027;-96.7856;23895;229200;6.0;79.0;104;68;24.3;31.9;"red"
"Brooklet";"Georgia";"Bulloch";13031;32.3898;-81.6668;1523;150213;35.8;89.0;112;68;50.7;0.7;"red"
"Brooklyn";"Iowa";"Poweshiek";19157;41.7314;-92.4453;1413;111678;13.5;82.8;105;67;34.0;34.9;"red"
"Brooklyn";"Michigan";"Jackson";26075;42.1057;-84.249;1192;173071;15.0;76.6;71;72;32.8;51.1;"red"
"Brooklyn";"Ohio";"Cuyahoga";39035;41.4349;-81.7498;10828;107365;22.6;81.9;72;68;39.1;27.5;"blue"
"Brooklyn";"Wisconsin";"Green";55045;42.8525;-89.3723;1450;193158;10.4;77.8;89;71;32.6;50.9;"blue"
"Brooklyn Center";"Minnesota";"Hennepin";27053;45.0681;-93.3162;30870;193529;4.1;77.6;95;66;27.3;54.0;"blue"
"Brooklyn Heights";"Ohio";"Cuyahoga";39035;41.4178;-81.668;1521;147124;22.6;81.9;72;68;39.1;27.5;"blue"
"Brooklyn Park";"Minnesota";"Hennepin";27053;45.1112;-93.3505;79707;231259;4.1;77.6;95;66;27.3;54.0;"blue"
"Brookneal";"Virginia";"Campbell";51031;37.0532;-78.9486;1116;76553;28.0;84.3;100;68;44.3;10.3;"red"
"Brooks";"Georgia";"Fayette";13113;33.2925;-84.4588;550;294907;35.8;89.0;112;68;50.7;0.7;"red"
"Brookshire";"Texas";"Waller";48473;29.7826;-95.9545;5233;109917;39.8;93.0;135;65;28.9;1.5;"red"
"Brookside Village";"Texas";"Brazoria";48039;29.5907;-95.318;1579;207693;39.8;93.0;135;65;28.9;1.5;"red"
"Brookston";"Indiana";"White";18181;40.6009;-86.8663;1515;97731;21.4;83.1;88;70;41.7;25.9;"red"
"Brookville";"Ohio";"Montgomery";39113;39.8393;-84.4176;5895;109548;22.6;81.9;72;68;39.1;27.5;"red"
"Brookville";"Pennsylvania";"Jefferson";42065;41.1615;-79.0827;3836;89234;21.0;81.2;87;65;42.9;28.2;"red"
"Brookwood";"Alabama";"Tuscaloosa";1125;33.2398;-87.3277;1827;113302;36.6;89.6;99;68;58.3;1.6;"red"
"Broomfield";"Colorado";"Broomfield";8014;39.9541;-105.0526;66529;428891;12.2;81.3;136;47;15.9;19.1;"blue"
"Broussard";"Louisiana";"Lafayette";22055;30.1394;-91.9539;11507;185996;41.0;90.8;101;74;60.1;0.0;"red"
"Browerville";"Minnesota";"Todd";27153;46.0807;-94.8646;753;110727;4.1;77.6;95;66;27.3;54.0;"red"
"Brown City";"Michigan";"Sanilac";26151;43.2114;-82.9881;1257;106663;15.0;76.6;71;72;32.8;51.1;"red"
"Brown Deer";"Wisconsin";"Milwaukee";55079;43.1743;-87.975;12011;156396;10.4;77.8;89;71;32.6;50.9;"blue"
"Brownsboro";"Texas";"Henderson";48213;32.2985;-95.613;1080;137253;39.8;93.0;135;65;28.9;1.5;"red"
"Brownsburg";"Indiana";"Hendricks";18063;39.833;-86.3828;25408;183870;21.4;83.1;88;70;41.7;25.9;"red"
"Brownstown";"Indiana";"Jackson";18071;38.8791;-86.0466;2927;130515;21.4;83.1;88;70;41.7;25.9;"red"
"Brownsville";"Oregon";"Linn";41043;44.3922;-122.9834;1762;240433;29.0;76.7;68;72;27.4;3.0;"red"
"Brownsville";"Tennessee";"Haywood";47075;35.5881;-89.2574;9782;64138;28.5;86.5;102;68;54.2;6.3;"blue"
"Brownsville";"Texas";"Cameron";48061;25.9981;-97.4566;183823;32141;53.0;93.0;227;76;27.4;1.5;"blue"
"Brownsville";"Wisconsin";"Dodge";55027;43.6144;-88.4952;583;176108;10.4;77.8;89;71;32.6;50.9;"red"
"Brownton";"Minnesota";"McLeod";27085;44.7322;-94.3511;734;139559;4.1;77.6;95;66;27.3;54.0;"red"
"Brownwood";"Texas";"Brown";48049;31.7124;-98.9765;19153;83430;39.8;93.0;135;65;28.9;1.5;"red"
"Broxton";"Georgia";"Coffee";13069;31.6248;-82.8877;1185;91762;35.8;89.0;112;68;50.7;0.7;"red"
"Bruceton";"Tennessee";"Carroll";47017;36.034;-88.2469;1434;49199;28.5;86.5;102;68;54.2;6.3;"red"
"Brunswick";"Georgia";"Glynn";13127;31.145;-81.474;16346;127581;44.0;91.0;112;68;49.6;0.7;"red"
"Brunswick";"Maryland";"Frederick";24021;39.318;-77.6253;6171;224332;27.2;84.2;105;64;44.5;20.2;"red"
"Brunswick";"Ohio";"Medina";39103;41.2464;-81.8198;34756;175898;22.6;81.9;72;68;39.1;27.5;"red"
"Brusly";"Louisiana";"West Baton Rouge";22121;30.3943;-91.2517;2794;225329;41.0;90.8;101;74;60.1;0.0;"red"
"Bryan";"Ohio";"Williams";39171;41.4711;-84.5489;8434;98669;22.6;81.9;72;68;39.1;27.5;"red"
"Bryan";"Texas";"Brazos";48041;30.6661;-96.367;83260;14440;39.8;93.0;135;65;28.9;1.5;"red"
"Bryant";"Arkansas";"Saline";5125;34.6144;-92.4903;20005;159011;31.0;89.9;123;67;50.6;5.2;"red"
"Bryson City";"North Carolina";"Swain";37173;35.4262;-83.4474;1452;139433;30.9;84.8;109;67;50.3;7.6;"red"
"Buchanan";"Georgia";"Haralson";13143;33.803;-85.1803;1141;108937;35.8;89.0;112;68;50.7;0.7;"red"
"Buckeye";"Arizona";"Maricopa";4013;33.4318;-112.643;64629;213473;33.0;94.8;193;39;13.6;0.3;"red"
"Buckeye Lake";"Ohio";"Licking";39089;39.9355;-82.4826;2766;106735;22.6;81.9;72;68;39.1;27.5;"red"
"Buckhead";"Georgia";"Morgan";13211;33.5685;-83.3623;172;273976;35.8;89.0;112;68;50.7;0.7;"red"
"Buckley";"Michigan";"Wexford";26165;44.5033;-85.6717;705;93319;15.0;76.6;71;72;32.8;51.1;"red"
"Buckley";"Washington";"Pierce";53053;47.1614;-122.02;4682;370092;30.1;74.7;58;72;39.4;5.0;"blue"
"Buckner";"Missouri";"Jackson";29095;39.1336;-94.1929;3055;124395;23.2;86.6;115;67;42.2;17.0;"blue"
"Bucyrus";"Ohio";"Crawford";39033;40.8054;-82.9719;11903;72428;22.6;81.9;72;68;39.1;27.5;"red"
"Buda";"Texas";"Hays";48209;30.0854;-97.844;15023;256870;39.8;93.0;135;65;28.9;1.5;"red"
"Buellton";"California";"Santa Barbara";6083;34.6152;-120.1943;5095;574322;42.6;79.8;146;69;22.2;0.0;"blue"
"Buena";"New Jersey";"Atlantic";34001;39.5283;-74.9448;4456;142627;24.6;82.2;94;71;47.1;16.5;"blue"
"Buena Park";"California";"Orange";6059;33.8572;-118.0046;83156;580618;42.6;79.8;146;69;22.2;0.0;"blue"
"Buena Vista";"Colorado";"Chaffee";8015;38.8318;-106.1389;2778;312643;12.2;81.3;136;47;15.9;19.1;"red"
"Buffalo";"Iowa";"Scott";19163;41.4666;-90.717;1294;120344;13.5;82.8;105;67;34.0;34.9;"blue"
"Buffalo";"Minnesota";"Wright";27171;45.1786;-93.8663;16103;212963;4.1;77.6;95;66;27.3;54.0;"red"
"Buffalo";"New York";"Erie";36029;42.9016;-78.8487;256902;41804;20.0;77.0;157;72;40.5;94.7;"blue"
"Buffalo";"West Virginia";"Putnam";54079;38.6117;-81.982;1250;81359;22.6;81.1;60;71;45.2;62.0;"red"
"Buffalo Grove";"Illinois";"Cook";17031;42.1673;-87.9615;41346;296780;19.5;82.8;95;70;39.2;24.6;"blue"
"Buffalo Lake";"Minnesota";"Renville";27129;44.7372;-94.618;695;86424;4.1;77.6;95;66;27.3;54.0;"red"
"Buford";"Georgia";"Gwinnett";13135;34.1183;-83.9918;14356;241555;35.8;89.0;112;68;50.7;0.7;"blue"
"Buhl";"Idaho";"Twin Falls";16083;42.5984;-114.7596;4298;171557;17.2;81.6;120;54;18.9;19.2;"red"
"Buhl";"Minnesota";"St. Louis";27137;47.4993;-92.7695;985;57265;4.1;77.6;95;66;27.3;54.0;"blue"
"Buhler";"Kansas";"Reno";20155;38.1386;-97.7708;1317;113169;20.3;88.2;128;65;28.9;14.7;"red"
"Bull Shoals";"Arkansas";"Marion";5089;36.3748;-92.5901;1945;95489;31.0;89.9;123;67;50.6;5.2;"red"
"Bullard";"Texas";"Smith";48423;32.1451;-95.3196;3051;152510;39.8;93.0;135;65;28.9;1.5;"red"
"Bullhead City";"Arizona";"Mohave";4015;35.1205;-114.546;39970;172174;44.0;110.0;193;39;6.0;0.3;"red"
"Bulls Gap";"Tennessee";"Hawkins";47073;36.2618;-83.0783;724;81302;28.5;86.5;102;68;54.2;6.3;"red"
"Bulverde";"Texas";"Comal";48091;29.7723;-98.4373;5022;386378;39.8;93.0;135;65;28.9;1.5;"red"
"Bunker Hill";"Illinois";"Macoupin";17117;39.0416;-89.9512;1712;88007;19.5;82.8;95;70;39.2;24.6;"red"
"Bunker Hill";"Indiana";"Miami";18103;40.66;-86.1012;859;93684;21.4;83.1;88;70;41.7;25.9;"red"
"Burbank";"California";"Los Angeles";6037;34.188;-118.3234;104447;969543;42.0;85.0;146;69;17.3;0.0;"blue"
"Burbank";"Illinois";"Cook";17031;41.7444;-87.7686;28886;177411;19.5;82.8;95;70;39.2;24.6;"blue"
"Burbank";"Ohio";"Wayne";39169;40.9864;-81.9948;208;157181;22.6;81.9;72;68;39.1;27.5;"red"
"Burdett";"New York";"Schuyler";36097;42.4169;-76.8441;320;155617;17.9;78.5;63;71;41.8;123.8;"red"
"Burgaw";"North Carolina";"Pender";37141;34.5532;-77.9166;4096;120773;30.9;84.8;109;67;50.3;7.6;"red"
"Burien";"Washington";"King";53033;47.4761;-122.3393;50997;437977;30.1;74.7;58;72;39.4;5.0;"blue"
"Burleson";"Texas";"Johnson";48251;32.52;-97.3341;45016;185703;39.8;93.0;135;65;28.9;1.5;"red"
"Burley";"Idaho";"Cassia";16031;42.5371;-113.7933;10464;164659;17.2;81.6;120;54;18.9;19.2;"red"
"Burlingame";"California";"San Mateo";6081;37.586;-122.367;30301;2294770;42.6;79.8;146;69;22.2;0.0;"blue"
"Burlington";"Iowa";"Des Moines";19057;40.8072;-91.1249;25277;80183;19.0;85.0;105;67;38.5;23.5;"red"
"Burlington";"New Jersey";"Burlington";34005;40.0783;-74.8523;9866;197612;24.6;82.2;94;71;47.1;16.5;"blue"
"Burlington";"North Carolina";"Alamance";37001;36.0761;-79.4692;52709;102212;30.9;84.8;109;67;50.3;7.6;"red"
"Burlington";"Vermont";"Chittenden";50007;44.4877;-73.2314;42260;303889;14.0;78.0;58;67;36.8;81.2;"blue"
"Burlington";"Washington";"Skagit";53057;48.4676;-122.3298;8768;300052;30.1;74.7;58;72;39.4;5.0;"blue"
"Burlington";"Wisconsin";"Racine";55101;42.6748;-88.2724;10668;246558;10.4;77.8;89;71;32.6;50.9;"red"
"Burnettown";"South Carolina";"Aiken";45003;33.5186;-81.8634;2800;59036;35.4;88.3;115;67;49.8;0.5;"red"
"Burns";"Tennessee";"Dickson";47043;36.0501;-87.2977;1470;225697;28.5;86.5;102;68;54.2;6.3;"red"
"Burns Harbor";"Indiana";"Porter";18127;41.6197;-87.1256;1643;187908;21.4;83.1;88;70;41.7;25.9;"red"
"Burnside";"Kentucky";"Pulaski";21199;37.0042;-84.649;900;63336;26.6;86.1;93;67;48.9;12.5;"red"
"Burnsville";"Minnesota";"Dakota";27037;44.7648;-93.2794;61290;264651;4.1;77.6;95;66;27.3;54.0;"blue"
"Burr Oak";"Michigan";"St. Joseph";26149;41.8472;-85.3212;814;72338;15.0;76.6;71;72;32.8;51.1;"red"
"Burr Ridge";"Illinois";"DuPage";17043;41.7485;-87.9198;10780;556473;19.5;82.8;95;70;39.2;24.6;"blue"
"Burrton";"Kansas";"Harvey";20079;38.0238;-97.6711;887;82690;20.3;88.2;128;65;28.9;14.7;"red"
"Burton";"Michigan";"Genesee";26049;42.9974;-83.6175;28648;72712;15.0;76.6;71;72;32.8;51.1;"blue"
"Burton";"Ohio";"Geauga";39055;41.4708;-81.1456;1459;157496;22.6;81.9;72;68;39.1;27.5;"red"
"Burton";"Texas";"Washington";48477;30.1813;-96.5999;298;143111;39.8;93.0;135;65;28.9;1.5;"red"
"Bushnell";"Florida";"Sumter";12119;28.6852;-82.1166;3067;116052;49.8;90.2;101;72;54.5;0.0;"red"
"Bushnell";"Illinois";"McDonough";17109;40.5518;-90.5045;2943;48311;19.5;82.8;95;70;39.2;24.6;"red"
"Butler";"Indiana";"DeKalb";18033;41.4274;-84.8721;2703;82561;21.4;83.1;88;70;41.7;25.9;"red"
"Butler";"New Jersey";"Morris";34027;40.9991;-74.3472;7779;317352;24.6;82.2;94;71;47.1;16.5;"red"
"Butler";"Ohio";"Richland";39139;40.5897;-82.4209;906;131456;22.6;81.9;72;68;39.1;27.5;"red"
"Butler";"Pennsylvania";"Butler";42019;40.8615;-79.8962;13155;182817;20.0;80.0;87;65;41.8;36.3;"red"
"Butler";"Wisconsin";"Waukesha";55133;43.1085;-88.0713;1820;183909;10.4;77.8;89;71;32.6;50.9;"red"
"Butner";"North Carolina";"Granville";37077;36.1285;-78.7501;7702;131725;30.9;84.8;109;67;50.3;7.6;"red"
"Byesville";"Ohio";"Guernsey";39059;39.9735;-81.5459;2382;77784;22.6;81.9;72;68;39.1;27.5;"red"
"Byram";"Mississippi";"Hinds";28049;32.189;-90.2861;11545;129892;36.3;89.9;111;72;59.0;0.9;"blue"
"Byrnes Mill";"Missouri";"Jefferson";29099;38.4396;-90.5742;2929;236675;23.2;86.6;115;67;42.2;17.0;"red"
"Byron";"Georgia";"Peach";13225;32.6477;-83.7539;5133;145852;35.8;89.0;112;68;50.7;0.7;"red"
"Byron";"Michigan";"Shiawassee";26155;42.8239;-83.9468;555;165164;15.0;76.6;71;72;32.8;51.1;"red"
"Byron";"Minnesota";"Olmsted";27109;44.0379;-92.6418;5392;234933;4.1;77.6;95;66;27.3;54.0;"blue"
